GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,GEOID,TotalPopulaton,White,Black,AIAN,Asian,NHPI,Other,TwoOrMore,NotHispanicOrLatino,HispanicOrLatino,TotalPopulation25Over,NoSchooling,EarlyChildhoodEducation,HighSchool,SomeCollege,Associates,Bachelors,TotalHouseholds,LimitedEnglishSpeaking,NotLimitedEnglishSpeaking,MedianIncome,HouseholdsWithElectronics,HouseholdsWithComputer,HouseholdsWithMobileDevices,HouseholdsNoComputers
G0600590,2016-2020,CA,California,06,Orange County,05000US06059,3170345,1826960,54061,15552,667534,9497,379652,434178,2098952,1071393,2182856,61846,104345,514749,430405,171104,900407,1040001,85225,954776,94441,1000100,914151,964228,39901
G0600610,2016-2020,CA,California,06,Placer County,05000US06061,391799,314938,6310,2204,31938,910,10585,49828,335867,55932,275960,2062,3193,56749,70694,30740,112522,145714,2708,143006,93677,139747,131110,133383,5967
G0600630,2016-2020,CA,California,06,Plumas County,05000US06063,18844,16679,279,350,232,29,334,1882,17095,1749,14545,110,78,4088,4976,1727,3566,8332,99,8233,57233,7585,6386,6870,747
G0600650,2016-2020,CA,California,06,Riverside County,05000US06065,2437864,1358654,157908,18852,164464,7915,539108,381926,1233343,1204521,1587803,43910,98697,554567,389901,131588,369140,736413,62330,674083,70732,695607,605959,662485,40806
G0600670,2016-2020,CA,California,06,Sacramento County,05000US06067,1537948,839349,148884,9505,256464,17028,125950,281536,1177744,360204,1043134,32106,33715,290723,256738,101801,328051,547519,34920,512599,70684,521451,460824,499292,26068
G0600690,2016-2020,CA,California,06,San Benito County,05000US06069,61547,45157,523,527,1745,63,6217,14630,24532,37015,39958,1354,3218,12970,10464,3911,8041,18389,1394,16995,85808,17597,15179,16883,792
G0600710,2016-2020,CA,California,06,San Bernardino County,05000US06071,2162532,1212480,176523,18369,159917,6788,386398,404114,999494,1163038,1368278,35989,80675,508660,332044,118673,292237,640090,40871,599219,65761,605924,504032,582727,34166
G0600730,2016-2020,CA,California,06,San Diego County,05000US06073,3323970,2213608,164042,24373,398526,13727,223588,572212,2197704,1126266,2264907,48877,94964,539548,498792,189078,893648,1130703,70526,1060177,82426,1084258,980238,1043258,46445
G0600750,2016-2020,CA,California,06,San Francisco County,05000US06075,874784,392476,44930,3800,300339,3179,67358,125404,741919,132865,696575,20799,26876,112753,91223,35583,409341,362141,39509,322632,119136,341485,312596,330134,20656
G0600770,2016-2020,CA,California,06,San Joaquin County,05000US06077,751615,387165,53116,4695,119446,4597,76400,212392,438230,313385,475460,18900,32719,178041,109921,44771,91108,231092,19131,211961,68628,215243,174963,207327,15849
G0600790,2016-2020,CA,California,06,San Luis Obispo County,05000US06079,282517,233297,4865,2383,10559,258,12435,37440,218242,64275,189942,2187,4377,46785,48164,19894,68535,106244,2390,103854,77948,100753,92043,95318,5491
G0600810,2016-2020,CA,California,06,San Mateo County,05000US06081,765623,369924,18104,3917,225027,9611,81350,115380,581133,184490,552852,12340,18642,104213,91924,37851,287882,263351,20875,242476,128091,253104,235578,243989,10247
G0600830,2016-2020,CA,California,06,Santa Barbara County,05000US06083,444895,319547,8474,4941,24678,528,43441,86572,241688,203207,276105,7643,24751,64474,59648,23042,96547,148309,10930,137379,78925,139680,123485,132414,8629
G0600850,2016-2020,CA,California,06,Santa Clara County,05000US06085,1924379,801381,47379,9990,724855,6949,189968,287714,1442278,482101,1340707,33906,54132,250697,194894,90144,716934,635314,66202,569112,130890,613536,573166,593477,21778
G0600870,2016-2020,CA,California,06,Santa Cruz County,05000US06087,273170,195781,3472,1708,13563,484,38978,38368,181294,91876,180355,3843,10894,34535,40390,15258,75435,96275,4975,91300,89986,90830,83027,86005,5445
G0600890,2016-2020,CA,California,06,Shasta County,05000US06089,179267,152586,1912,4420,5772,281,3925,20742,160701,18566,126966,1111,1839,40802,40644,14473,28097,70845,721,70124,57139,65315,55281,59816,5530
G0600910,2016-2020,CA,California,06,Sierra County,05000US06091,2898,2722,3,69,0,0,88,32,2605,293,2302,44,6,739,847,220,446,1250,0,1250,52103,1047,829,953,203
G0600930,2016-2020,CA,California,06,Siskiyou County,05000US06093,43516,36195,668,1686,547,160,826,6868,37911,5605,31796,428,770,10196,9622,3752,7028,19195,191,19004,47403,17251,14419,15393,1944
G0600950,2016-2020,CA,California,06,Solano County,05000US06095,444538,225258,60991,2531,69169,4212,41038,82678,325244,119294,307302,6652,10654,90019,84521,32315,83141,151191,6802,144389,84638,144544,128045,138079,6647
G0600970,2016-2020,CA,California,06,Sonoma County,05000US06097,496801,360200,8266,4441,21239,1614,66089,69904,362777,134024,359119,7035,13788,83687,89481,34294,130834,188958,7787,181171,86173,179469,163028,168566,9489
